,party,positive,neutral,negative,positive_rank,neutral_rank,negative_rank,session
540,AfD,0.16895874263261296,0.7406679764243614,0.09037328094302555,4.0,1.0,4.0,19093
541,DIE LINKE,0.15363128491620112,0.5782122905027933,0.2681564245810056,6.0,6.0,1.0,19093
542,CDU/CSU,0.25357483317445184,0.6720686367969495,0.07435653002859867,2.0,4.0,5.0,19093
543,FDP,0.20057306590257878,0.6790830945558739,0.12034383954154727,3.0,3.0,3.0,19093
544,BÜNDNIS 90/DIE GRÜNEN,0.1625615763546798,0.6896551724137931,0.1477832512315271,5.0,2.0,2.0,19093
545,SPD,0.28737113402061853,0.6430412371134021,0.06958762886597938,1.0,5.0,6.0,19093
546,AfD,0.19487179487179487,0.6923076923076923,0.11282051282051282,3.0,3.0,2.0,19094
547,DIE LINKE,0.15695067264573992,0.6233183856502242,0.21973094170403587,5.0,5.0,1.0,19094
548,CDU/CSU,0.24154589371980675,0.6763285024154589,0.0821256038647343,2.0,4.0,6.0,19094
549,FDP,0.1718213058419244,0.7319587628865979,0.09621993127147767,4.0,2.0,5.0,19094
550,BÜNDNIS 90/DIE GRÜNEN,0.10989010989010989,0.7912087912087912,0.0989010989010989,6.0,1.0,4.0,19094
551,SPD,0.2830188679245283,0.6113207547169811,0.10566037735849057,1.0,6.0,3.0,19094
552,AfD,0.20630081300813008,0.6747967479674797,0.11890243902439024,5.0,1.0,2.0,19095
553,DIE LINKE,0.17700453857791226,0.5975794251134644,0.2254160363086233,6.0,5.0,1.0,19095
554,CDU/CSU,0.26607142857142857,0.6494047619047619,0.08452380952380953,3.0,3.0,6.0,19095
555,FDP,0.22364672364672364,0.6581196581196581,0.11823361823361823,4.0,2.0,4.0,19095
556,BÜNDNIS 90/DIE GRÜNEN,0.28688524590163933,0.5942622950819673,0.11885245901639344,2.0,6.0,3.0,19095
557,SPD,0.3058252427184466,0.6067961165048543,0.08737864077669903,1.0,4.0,5.0,19095
558,AfD,0.1925133689839572,0.6764705882352942,0.13101604278074866,6.0,1.0,2.0,19096
559,DIE LINKE,0.2119205298013245,0.5993377483443708,0.18874172185430463,5.0,5.0,1.0,19096
560,CDU/CSU,0.2828870779976717,0.6437718277066357,0.07334109429569266,3.0,2.0,6.0,19096
561,FDP,0.29347826086956524,0.5869565217391305,0.11956521739130435,1.0,6.0,3.0,19096
562,BÜNDNIS 90/DIE GRÜNEN,0.2835820895522388,0.6119402985074627,0.1044776119402985,2.0,4.0,4.0,19096
563,SPD,0.27244094488188975,0.631496062992126,0.09606299212598425,4.0,3.0,5.0,19096
564,AfD,0.22123893805309736,0.672566371681416,0.10619469026548672,4.0,3.0,2.0,19097
565,DIE LINKE,0.21686746987951808,0.5963855421686747,0.18674698795180722,5.0,6.0,1.0,19097
566,CDU/CSU,0.28440366972477066,0.6238532110091743,0.09174311926605505,2.0,5.0,3.0,19097
567,FDP,0.20723684210526316,0.7105263157894737,0.08223684210526316,6.0,1.0,4.0,19097
568,BÜNDNIS 90/DIE GRÜNEN,0.2631578947368421,0.6766917293233082,0.06015037593984962,3.0,2.0,6.0,19097
569,SPD,0.2898550724637681,0.6304347826086957,0.07971014492753623,1.0,4.0,5.0,19097
570,AfD,0.20741989881956155,0.6829679595278246,0.10961214165261383,4.0,2.0,3.0,19098
571,DIE LINKE,0.1893732970027248,0.6076294277929155,0.20299727520435967,6.0,6.0,1.0,19098
572,CDU/CSU,0.28406593406593406,0.6351648351648351,0.08076923076923077,1.0,4.0,6.0,19098
573,FDP,0.2131367292225201,0.6916890080428955,0.09517426273458444,3.0,1.0,5.0,19098
574,BÜNDNIS 90/DIE GRÜNEN,0.19941348973607037,0.6451612903225806,0.15542521994134897,5.0,3.0,2.0,19098
575,SPD,0.2840501792114695,0.6200716845878136,0.09587813620071685,2.0,5.0,4.0,19098
576,AfD,0.23214285714285715,0.6450892857142857,0.12276785714285714,5.0,3.0,2.0,19099
577,DIE LINKE,0.22054380664652568,0.5709969788519638,0.2084592145015106,6.0,6.0,1.0,19099
578,CDU/CSU,0.2592986184909671,0.6588735387885228,0.0818278427205101,2.0,2.0,6.0,19099
579,FDP,0.25617283950617287,0.6604938271604939,0.08333333333333333,3.0,1.0,4.0,19099
580,BÜNDNIS 90/DIE GRÜNEN,0.24878048780487805,0.6341463414634146,0.11707317073170732,4.0,4.0,3.0,19099
581,SPD,0.2828418230563003,0.6340482573726541,0.08310991957104558,1.0,5.0,5.0,19099
582,AfD,0.18571428571428572,0.7035714285714286,0.11071428571428571,6.0,2.0,4.0,19100
583,DIE LINKE,0.20642201834862386,0.6100917431192661,0.1834862385321101,5.0,4.0,1.0,19100
584,CDU/CSU,0.3049645390070922,0.5839243498817966,0.1111111111111111,2.0,6.0,3.0,19100
585,FDP,0.20905923344947736,0.7142857142857143,0.07665505226480836,4.0,1.0,6.0,19100
586,BÜNDNIS 90/DIE GRÜNEN,0.20967741935483872,0.6451612903225806,0.14516129032258066,3.0,3.0,2.0,19100
587,SPD,0.33816425120772947,0.5845410628019324,0.07729468599033816,1.0,5.0,5.0,19100
588,AfD,0.19026047565118911,0.6851642129105323,0.1245753114382786,6.0,1.0,3.0,19101
589,DIE LINKE,0.22142857142857142,0.56,0.21857142857142858,4.0,6.0,1.0,19101
590,CDU/CSU,0.2694693314955203,0.6492074431426602,0.08132322536181943,1.0,3.0,6.0,19101
591,FDP,0.2486910994764398,0.6492146596858639,0.10209424083769633,3.0,2.0,4.0,19101
592,BÜNDNIS 90/DIE GRÜNEN,0.20469798657718122,0.62751677852349,0.16778523489932887,5.0,5.0,2.0,19101
593,SPD,0.2670759785111282,0.6377590176515733,0.09516500383729855,2.0,4.0,5.0,19101
594,AfD,0.2122905027932961,0.6554934823091247,0.13221601489757914,3.0,2.0,3.0,19102
595,DIE LINKE,0.1936619718309859,0.6161971830985915,0.19014084507042253,5.0,5.0,2.0,19102
596,CDU/CSU,0.27417840375586855,0.6460093896713615,0.07981220657276995,1.0,3.0,6.0,19102
597,FDP,0.2072936660268714,0.7044145873320538,0.08829174664107485,4.0,1.0,5.0,19102
598,BÜNDNIS 90/DIE GRÜNEN,0.140625,0.609375,0.25,6.0,6.0,1.0,19102
599,SPD,0.25290322580645164,0.6283870967741936,0.11870967741935484,2.0,4.0,4.0,19102
600,AfD,0.1569767441860465,0.6744186046511628,0.1686046511627907,5.0,3.0,2.0,19103
601,DIE LINKE,0.21428571428571427,0.5952380952380952,0.19047619047619047,4.0,6.0,1.0,19103
602,CDU/CSU,0.2676056338028169,0.676056338028169,0.056338028169014086,2.0,2.0,5.0,19103
603,FDP,0.30120481927710846,0.6265060240963856,0.07228915662650602,1.0,5.0,3.0,19103
604,BÜNDNIS 90/DIE GRÜNEN,0.14705882352941177,0.803921568627451,0.049019607843137254,6.0,1.0,6.0,19103
605,SPD,0.265625,0.6666666666666666,0.06770833333333333,3.0,4.0,4.0,19103
606,AfD,0.1916317991631799,0.693723849372385,0.11464435146443515,6.0,1.0,3.0,19104
607,DIE LINKE,0.19602649006622516,0.6119205298013245,0.19205298013245034,5.0,6.0,1.0,19104
608,CDU/CSU,0.2744593202883625,0.639546858908342,0.08599382080329557,1.0,3.0,6.0,19104
609,FDP,0.2670886075949367,0.6379746835443038,0.0949367088607595,2.0,4.0,4.0,19104
610,BÜNDNIS 90/DIE GRÜNEN,0.22807017543859648,0.6280701754385964,0.14385964912280702,4.0,5.0,2.0,19104
611,SPD,0.2511811023622047,0.6559055118110236,0.09291338582677165,3.0,2.0,5.0,19104
612,AfD,0.18045112781954886,0.693609022556391,0.12593984962406016,6.0,1.0,4.0,19105
613,DIE LINKE,0.21787709497206703,0.5335195530726257,0.24860335195530725,5.0,6.0,1.0,19105
614,CDU/CSU,0.24163969795037757,0.6601941747572816,0.09816612729234088,3.0,2.0,5.0,19105
615,FDP,0.229957805907173,0.630801687763713,0.13924050632911392,4.0,4.0,2.0,19105
616,BÜNDNIS 90/DIE GRÜNEN,0.2831858407079646,0.588495575221239,0.12831858407079647,1.0,5.0,3.0,19105
617,SPD,0.27386541471048514,0.6416275430359938,0.08450704225352113,2.0,3.0,6.0,19105
618,AfD,0.23890784982935154,0.6177474402730375,0.14334470989761092,4.0,5.0,2.0,19106
619,DIE LINKE,0.23414634146341465,0.5756097560975609,0.1902439024390244,5.0,6.0,1.0,19106
620,CDU/CSU,0.2552204176334107,0.6264501160092807,0.11832946635730858,2.0,3.0,4.0,19106
621,FDP,0.24170616113744076,0.6350710900473934,0.12322274881516587,3.0,2.0,3.0,19106
622,BÜNDNIS 90/DIE GRÜNEN,0.20689655172413793,0.6810344827586207,0.11206896551724138,6.0,1.0,5.0,19106
623,SPD,0.2724458204334365,0.6253869969040248,0.1021671826625387,1.0,4.0,6.0,19106
624,AfD,0.21613155833985903,0.6601409553641346,0.12372748629600626,4.0,3.0,3.0,19107
625,DIE LINKE,0.16862170087976538,0.6202346041055719,0.21114369501466276,6.0,6.0,1.0,19107
626,CDU/CSU,0.24529316837009144,0.6756320602474448,0.07907477138246369,2.0,1.0,6.0,19107
627,FDP,0.22502744237102085,0.6717892425905598,0.10318331503841932,3.0,2.0,5.0,19107
628,BÜNDNIS 90/DIE GRÜNEN,0.1946564885496183,0.6412213740458015,0.16412213740458015,5.0,4.0,2.0,19107
629,SPD,0.25853658536585367,0.6382113821138211,0.10325203252032521,1.0,5.0,4.0,19107
630,AfD,0.21218487394957983,0.6596638655462185,0.12815126050420167,5.0,1.0,3.0,19108
631,DIE LINKE,0.17955801104972377,0.638121546961326,0.18232044198895028,6.0,4.0,1.0,19108
632,CDU/CSU,0.26418786692759294,0.6526418786692759,0.08317025440313111,3.0,3.0,5.0,19108
633,FDP,0.23711340206185566,0.6314432989690721,0.13144329896907217,4.0,5.0,2.0,19108
634,BÜNDNIS 90/DIE GRÜNEN,0.3482142857142857,0.5625,0.08928571428571429,1.0,6.0,4.0,19108
635,SPD,0.2857142857142857,0.6576576576576577,0.05662805662805663,2.0,2.0,6.0,19108
636,AfD,0.16666666666666666,0.6538461538461539,0.1794871794871795,4.0,3.0,2.0,19109
637,DIE LINKE,0.10256410256410256,0.6666666666666666,0.23076923076923078,5.0,2.0,1.0,19109
638,CDU/CSU,0.2967741935483871,0.6258064516129033,0.07741935483870968,2.0,4.0,4.0,19109
639,FDP,0.2127659574468085,0.7446808510638298,0.0425531914893617,3.0,1.0,5.0,19109
640,SPD,0.3188405797101449,0.5217391304347826,0.15942028985507245,1.0,5.0,3.0,19109
641,BÜNDNIS 90/DIE GRÜNEN,0.0,0.0,0.0,6.0,6.0,6.0,19109
642,AfD,0.2238372093023256,0.6366279069767442,0.13953488372093023,5.0,4.0,2.0,19110
643,DIE LINKE,0.14714714714714713,0.6306306306306306,0.2222222222222222,6.0,5.0,1.0,19110
644,CDU/CSU,0.26295336787564766,0.677461139896373,0.05958549222797927,4.0,1.0,6.0,19110
645,FDP,0.3008595988538682,0.6246418338108882,0.07449856733524356,1.0,6.0,5.0,19110
646,BÜNDNIS 90/DIE GRÜNEN,0.26394052044609667,0.6431226765799256,0.09293680297397769,2.0,3.0,3.0,19110
647,SPD,0.26300148588410105,0.6597325408618128,0.07726597325408618,3.0,2.0,4.0,19110
648,AfD,0.23613963039014374,0.6570841889117043,0.10677618069815195,4.0,1.0,3.0,19111
649,DIE LINKE,0.19936708860759494,0.569620253164557,0.2310126582278481,5.0,6.0,1.0,19111
650,CDU/CSU,0.3015151515151515,0.646969696969697,0.051515151515151514,1.0,2.0,6.0,19111
651,FDP,0.29393939393939394,0.6363636363636364,0.0696969696969697,2.0,5.0,5.0,19111
652,BÜNDNIS 90/DIE GRÜNEN,0.1861198738170347,0.6435331230283912,0.17034700315457413,6.0,3.0,2.0,19111
653,SPD,0.28820960698689957,0.6375545851528385,0.07423580786026202,3.0,4.0,4.0,19111
654,AfD,0.23515439429928742,0.6603325415676959,0.10451306413301663,3.0,3.0,2.0,19112
655,DIE LINKE,0.18469656992084432,0.5725593667546174,0.24274406332453827,6.0,6.0,1.0,19112
656,CDU/CSU,0.3306930693069307,0.6118811881188119,0.05742574257425743,1.0,5.0,6.0,19112
657,FDP,0.22466960352422907,0.698237885462555,0.07709251101321586,4.0,2.0,4.0,19112
658,BÜNDNIS 90/DIE GRÜNEN,0.1988472622478386,0.7089337175792507,0.09221902017291066,5.0,1.0,3.0,19112
659,SPD,0.30359937402190923,0.6197183098591549,0.07668231611893583,2.0,4.0,5.0,19112
660,AfD,0.20875420875420875,0.6835016835016835,0.10774410774410774,4.0,2.0,2.0,19113
661,DIE LINKE,0.12152777777777778,0.6388888888888888,0.23958333333333334,6.0,4.0,1.0,19113
662,CDU/CSU,0.3669421487603306,0.571900826446281,0.06115702479338843,1.0,6.0,6.0,19113
663,FDP,0.2857142857142857,0.6411960132890365,0.07308970099667775,3.0,3.0,5.0,19113
664,BÜNDNIS 90/DIE GRÜNEN,0.20454545454545456,0.7045454545454546,0.09090909090909091,5.0,1.0,3.0,19113
665,SPD,0.31265508684863524,0.6004962779156328,0.08684863523573201,2.0,5.0,4.0,19113
666,AfD,0.15,0.7583333333333333,0.09166666666666666,6.0,1.0,4.0,19114
667,DIE LINKE,0.25842696629213485,0.5842696629213483,0.15730337078651685,3.0,4.0,1.0,19114
668,CDU/CSU,0.2857142857142857,0.5793650793650794,0.1349206349206349,2.0,5.0,2.0,19114
669,FDP,0.25742574257425743,0.6584158415841584,0.08415841584158416,4.0,3.0,5.0,19114
670,BÜNDNIS 90/DIE GRÜNEN,0.19900497512437812,0.6666666666666666,0.13432835820895522,5.0,2.0,3.0,19114
671,SPD,0.35555555555555557,0.5703703703703704,0.07407407407407407,1.0,6.0,6.0,19114
672,AfD,0.23922902494331066,0.6383219954648526,0.12244897959183673,4.0,4.0,3.0,19115
673,DIE LINKE,0.17670157068062828,0.5850785340314136,0.23821989528795812,6.0,6.0,1.0,19115
674,CDU/CSU,0.2699724517906336,0.6396694214876033,0.09035812672176309,2.0,3.0,5.0,19115
675,FDP,0.2602905569007264,0.6537530266343826,0.08595641646489104,3.0,1.0,6.0,19115
676,BÜNDNIS 90/DIE GRÜNEN,0.20710059171597633,0.6449704142011834,0.14792899408284024,5.0,2.0,2.0,19115
677,SPD,0.2940263770364624,0.6152055857253685,0.09076803723816912,1.0,5.0,4.0,19115
678,AfD,0.21217712177121772,0.6771217712177122,0.11070110701107011,5.0,1.0,3.0,19116
679,DIE LINKE,0.18993135011441648,0.631578947368421,0.17848970251716248,6.0,2.0,1.0,19116
680,CDU/CSU,0.29561671763506625,0.6228338430173292,0.08154943934760449,3.0,3.0,5.0,19116
681,FDP,0.3247663551401869,0.5957943925233645,0.0794392523364486,1.0,5.0,6.0,19116
682,BÜNDNIS 90/DIE GRÜNEN,0.2740740740740741,0.5703703703703704,0.15555555555555556,4.0,6.0,2.0,19116
683,SPD,0.30194805194805197,0.6136363636363636,0.08441558441558442,2.0,4.0,4.0,19116
684,AfD,0.16289592760180996,0.7330316742081447,0.10407239819004525,5.0,1.0,5.0,19117
685,DIE LINKE,0.18248175182481752,0.5547445255474452,0.26277372262773724,4.0,6.0,1.0,19117
686,CDU/CSU,0.26582278481012656,0.6455696202531646,0.08860759493670886,1.0,4.0,6.0,19117
687,FDP,0.21428571428571427,0.6619047619047619,0.12380952380952381,3.0,3.0,4.0,19117
688,BÜNDNIS 90/DIE GRÜNEN,0.09090909090909091,0.7272727272727273,0.18181818181818182,6.0,2.0,2.0,19117
689,SPD,0.22485207100591717,0.6390532544378699,0.13609467455621302,2.0,5.0,3.0,19117
690,AfD,0.20680147058823528,0.6534926470588235,0.13970588235294118,6.0,1.0,2.0,19118
691,DIE LINKE,0.21035598705501618,0.5906148867313916,0.19902912621359223,5.0,6.0,1.0,19118
692,CDU/CSU,0.2810065907729179,0.6111443978430198,0.10784901138406232,1.0,5.0,5.0,19118
693,FDP,0.26068965517241377,0.6358620689655172,0.10344827586206896,3.0,2.0,6.0,19118
694,BÜNDNIS 90/DIE GRÜNEN,0.25510204081632654,0.6275510204081632,0.11734693877551021,4.0,3.0,3.0,19118
695,SPD,0.2697201017811705,0.6183206106870229,0.11195928753180662,2.0,4.0,4.0,19118
